month,Luxury,floors,bedrooms,bathrooms,basement,view,waterfront,condition,sqft_lot,sqft_living,sqft_above,yr_built,renovated,lat,long,dist_to_center,price
"[2.50, 3.50)",1,"[1.75, inf)","[2.50, 3.50)","[1.75, 2.75)",0,0,0,B,20.926961790962768,10.506118560431858,3.9020246881723986,"[1994.50, 2009.50)",0,47.6811,-122.034,0.20088341804505871,3.9330825458897887
"[3.50, 4.50)",1,"[1.75, inf)","[2.50, 3.50)","[1.75, 2.75)",1,0,0,B,14.779625877393492,9.7733311514143,3.7608577543954698,"[2009.50, inf)",0,47.6515,-122.375,0.17343798900905155,3.930824878100243
"[2.50, 3.50)",1,"[1.75, inf)","[4.50, inf)","[1.75, 2.75)",0,0,0,C,30.33926854000968,11.240464772232832,3.9833271506583627,"[1949.50, 1994.50)",0,47.6387,-122.177,0.060701545396698996,3.954447758417013
"(-inf, 2.50)",0,"(-inf, 1.25)","[2.50, 3.50)","[1.75, 2.75)",0,0,0,B,26.12784995250396,10.73371719522911,3.9281960286396815,"[1949.50, 1994.50)",0,47.3371,-122.325,0.2764102530408086,3.914234220652252
"(-inf, 2.50)",1,"[1.75, inf)","[3.50, 4.50)","[3.25, inf)",0,0,0,B,22.692243747519516,11.651028516674545,4.025040955210766,"[1994.50, 2009.50)",0,47.652699999999996,-122.19800000000001,0.06467718101014054,3.970488954653165
"[2.50, 3.50)",1,"[1.75, inf)","[3.50, 4.50)","(-inf, 1.25)",0,0,0,B,24.47092513729654,11.136198261527873,3.9723234440049557,"[1994.50, 2009.50)",0,47.735400000000006,-121.97399999999999,0.27980673223165153,3.9333625309032128
"(-inf, 2.50)",0,"(-inf, 1.25)","(-inf, 2.50)","(-inf, 1.25)",0,0,0,A,25.68617532095658,8.076925598922722,3.5549915962308734,"(-inf, 1940.50)",0,47.2082,-121.995,0.4394119997868029,3.900078972660011
"[4.50, 7.50)",1,"(-inf, 1.25)","[2.50, 3.50)","[1.75, 2.75)",1,0,0,B,20.66618723658438,9.067704196461369,3.6965324863304927,"[1940.50, 1949.50)",0,47.6771,-122.398,0.20464963403683067,3.9340518347630717
"[3.50, 4.50)",1,"(-inf, 1.25)","[4.50, inf)","[2.75, 3.25)",1,0,0,B,20.66618723658438,11.123573358439199,3.8652571471526995,"[1949.50, 1994.50)",0,47.6971,-122.34100000000001,0.1671068497048104,3.9387872344369534
"[2.50, 3.50)",1,"[1.75, inf)","[2.50, 3.50)","[1.75, 2.75)",1,1,0,B,27.263179319600404,11.737404599477493,4.008778487040077,"[1994.50, 2009.50)",0,47.7258,-122.37000000000002,0.20779534227742405,3.971033829753678
"[3.50, 4.50)",1,"[1.75, inf)","[3.50, 4.50)","[2.75, 3.25)",0,0,0,B,26.35513380104797,11.210347352798703,3.9801662657263455,"[1994.50, 2009.50)",0,47.73020000000001,-121.97399999999999,0.27713582885377686,3.933327667862321
"(-inf, 2.50)",1,"[1.75, inf)","[2.50, 3.50)","[1.75, 2.75)",0,0,0,B,22.435413639166395,10.972446942561136,3.954692052434108,"[2009.50, inf)",0,47.3938,-122.321,0.22379545470629475,3.929279235586293
"[3.50, 4.50)",1,"(-inf, 1.25)","[2.50, 3.50)","(-inf, 1.25)",0,0,0,B,22.085970131211482,8.95502984356301,3.6965324863304927,"[1949.50, 1994.50)",0,47.6855,-122.199,0.09673944488577771,3.932299600405639
"[3.50, 4.50)",0,"(-inf, 1.25)","[2.50, 3.50)","(-inf, 1.25)",1,0,0,B,20.66618723658438,9.67028782391318,3.756565612855153,"[1949.50, 1994.50)",0,47.72109999999999,-122.308,0.16213701109155118,3.920229110061132
"[3.50, 4.50)",1,"[1.75, inf)","[3.50, 4.50)","[3.25, inf)",1,1,0,B,24.129198646557967,11.98117715798013,3.9870415671108805,"[1994.50, 2009.50)",0,47.5524,-122.078,0.13999934908199996,3.9642086737511
"[3.50, 4.50)",1,"[1.75, inf)","[2.50, 3.50)","[1.75, 2.75)",0,0,0,A,19.062632307543634,10.514711995879125,3.9030294736783437,"[1949.50, 1994.50)",0,47.6389,-122.349,0.14467788656430602,3.9564855281179065
"[4.50, 7.50)",0,"[1.75, inf)","[2.50, 3.50)","[1.75, 2.75)",0,0,0,C,26.5268941316173,10.54871810209592,3.906992670585041,"[1949.50, 1994.50)",0,47.3863,-122.158,0.21074913771775694,3.923205542861938
"[2.50, 3.50)",0,"[1.75, inf)","(-inf, 2.50)","(-inf, 1.25)",0,0,0,B,13.445166316177751,8.87591140556569,3.684612651199481,"[1994.50, 2009.50)",0,47.6974,-122.349,0.17350061454412682,3.9050023149169504
"[2.50, 3.50)",0,"[1.75, inf)","[3.50, 4.50)","[1.75, 2.75)",0,0,0,B,20.71984077773142,11.032932005769347,3.9612550577543053,"[1994.50, 2009.50)",0,47.3591,-122.038,0.28949014732515765,3.92213757299927
"[3.50, 4.50)",0,"(-inf, 1.25)","[2.50, 3.50)","[1.75, 2.75)",1,0,0,B,26.68237119841314,10.497487694418226,3.806226956629044,"[1949.50, 1994.50)",0,47.4861,-122.226,0.10448919850272116,3.904562182944472
"[4.50, 7.50)",1,"[1.75, inf)","[3.50, 4.50)","[1.75, 2.75)",0,1,0,C,24.561004817004754,10.867431063323806,3.943154290956814,"[1949.50, 1994.50)",0,47.699299999999994,-122.206,0.10975106838454302,3.9492891975013524
"(-inf, 2.50)",1,"[1.75, inf)","[3.50, 4.50)","[3.25, inf)",1,0,0,B,19.683003330535872,11.204270202510331,3.9299235846494724,"[1949.50, 1994.50)",0,47.5733,-122.287,0.07588786300781955,3.944623857516826
"(-inf, 2.50)",0,"(-inf, 1.25)","[3.50, 4.50)","[1.75, 2.75)",1,0,0,C,25.94015337423632,10.042105827388284,3.756565612855153,"[1949.50, 1994.50)",0,47.7423,-122.099,0.19037873087258078,3.92066767456802
"(-inf, 2.50)",1,"[1.75, inf)","[2.50, 3.50)","[1.75, 2.75)",0,1,1,B,22.179680223062544,10.16881268167747,3.8615150104188136,"(-inf, 1940.50)",1,47.7336,-122.284,0.16043738290726856,3.959051144132938
"[2.50, 3.50)",1,"[1.75, inf)","[4.50, inf)","[3.25, inf)",1,0,0,B,21.136026295253377,11.97279109046988,4.023097268311626,"(-inf, 1940.50)",0,47.6684,-122.309,0.12415472707167675,3.9654082770155505
"[4.50, 7.50)",0,"[1.25, 1.75)","[3.50, 4.50)","[1.75, 2.75)",0,1,0,A,30.33926854000968,10.794248213239714,3.935005050409127,"(-inf, 1940.50)",0,47.1941,-122.038,0.43260809551866186,3.9257730039246157
"(-inf, 2.50)",0,"[1.75, inf)","[3.50, 4.50)","[2.75, 3.25)",0,0,0,C,30.33926854000968,10.965613364030817,3.953946808569183,"[1949.50, 1994.50)",0,47.4777,-122.1,0.15909145647698328,3.9272376206765065
"(-inf, 2.50)",1,"[1.75, inf)","[3.50, 4.50)","[3.25, inf)",0,0,0,B,21.217302374037114,11.210347352798703,3.9801662657263455,"[1994.50, 2009.50)",0,47.5968,-121.97799999999998,0.2350255911597303,3.9433938686968797
"[2.50, 3.50)",0,"[1.75, inf)","[2.50, 3.50)","[1.75, 2.75)",0,0,0,B,19.999154423602903,10.354009155785139,3.8840178382484924,"[1994.50, 2009.50)",0,47.5202,-121.873,0.346966074144177,3.921752439265729
"[4.50, 7.50)",0,"(-inf, 1.25)","[2.50, 3.50)","[1.75, 2.75)",0,0,0,B,22.795809818848177,9.871121942324937,3.8239531738757444,"[1949.50, 1994.50)",0,47.32110000000001,-122.325,0.29110819732025234,3.898411423761065
"[2.50, 3.50)",0,"(-inf, 1.25)","[3.50, 4.50)","[1.75, 2.75)",0,0,0,C,22.560896883789656,10.409042771387808,3.8905815125431515,"[1949.50, 1994.50)",0,47.2785,-122.213,0.31126734022135144,3.8978390987779132
"[2.50, 3.50)",1,"[1.75, inf)","[3.50, 4.50)","[1.75, 2.75)",0,0,0,B,22.587665994394776,10.60686255081856,3.9137214208662057,"[1949.50, 1994.50)",0,47.5652,-122.013,0.20142417773379642,3.940988589770569
"[2.50, 3.50)",1,"[1.75, inf)","[3.50, 4.50)","[1.75, 2.75)",1,0,0,C,19.61414943198471,11.192061343235114,3.8969138877708454,"(-inf, 1940.50)",0,47.659,-122.281,0.09709789680794158,3.962925247787083
"[2.50, 3.50)",1,"[1.75, inf)","[2.50, 3.50)","[2.75, 3.25)",0,0,0,B,19.132265976349565,10.77928600655856,3.9333277929738584,"[1994.50, 2009.50)",0,47.5409,-121.994,0.2243081247998461,3.9460350267119937
"[3.50, 4.50)",0,"(-inf, 1.25)","[2.50, 3.50)","(-inf, 1.25)",1,0,0,C,22.7335976547547,9.975513956911508,3.7287175959012977,"[1949.50, 1994.50)",0,47.3318,-122.277,0.265806969665528,3.898788115759305
"(-inf, 2.50)",0,"(-inf, 1.25)","[2.50, 3.50)","(-inf, 1.25)",1,0,0,C,19.840491838366713,9.798249128636757,3.6815258579446923,"(-inf, 1940.50)",0,47.6462,-122.384,0.18014686636222502,3.9127219512362084
"[3.50, 4.50)",0,"[1.75, inf)","[2.50, 3.50)","[1.75, 2.75)",0,0,0,C,22.963006395780475,10.08526427412944,3.8511492033829398,"[1949.50, 1994.50)",0,47.3255,-122.305,0.27984975250201305,3.8978390987779132
"[2.50, 3.50)",1,"[1.75, inf)","[4.50, inf)","[1.75, 2.75)",1,0,0,B,19.972110025883076,10.647377972019967,3.887329549368871,"(-inf, 1940.50)",0,47.66400000000001,-122.31,0.12220862515336789,3.9485831732400425
"[2.50, 3.50)",0,"(-inf, 1.25)","(-inf, 2.50)","(-inf, 1.25)",0,0,0,B,20.94810860474962,8.750469008194242,3.665391619101415,"[1940.50, 1949.50)",0,47.513,-122.354,0.16061348349106938,3.86377031111493
"[3.50, 4.50)",1,"(-inf, 1.25)","[2.50, 3.50)","[1.75, 2.75)",1,0,0,B,23.207512850884935,10.239095073188421,3.801096185076261,"[1949.50, 1994.50)",0,47.6336,-122.02500000000002,0.1929646606713835,3.934592625751326
"[3.50, 4.50)",0,"(-inf, 1.25)","[2.50, 3.50)","[1.75, 2.75)",0,0,0,C,23.118199681922114,9.72250261373509,3.804531713781818,"[1949.50, 1994.50)",0,47.2802,-122.303,0.32240700282318585,3.902536113462946
"[2.50, 3.50)",1,"(-inf, 1.25)","[2.50, 3.50)","[1.75, 2.75)",1,0,0,C,18.8747350611174,10.042105827388284,3.710547991627614,"(-inf, 1940.50)",0,47.6694,-122.3,0.11800096552095345,3.92891304981125
"[3.50, 4.50)",0,"(-inf, 1.25)","[2.50, 3.50)","[1.25, 1.75)",0,0,0,A,27.201822466975145,9.894812761652068,3.8270071366235894,"[1949.50, 1994.50)",0,47.751,-122.338,0.20406100345464312,3.9207444871950337
"[3.50, 4.50)",0,"[1.75, inf)","[2.50, 3.50)","[1.75, 2.75)",0,0,0,C,23.095514807444857,10.726020522818807,3.927325751326281,"[1949.50, 1994.50)",0,47.4378,-122.16,0.16091809302377583,3.9169633409227225
"[2.50, 3.50)",0,"(-inf, 1.25)","[2.50, 3.50)","(-inf, 1.25)",0,0,0,C,30.33926854000968,9.369853087099374,3.756565612855153,"(-inf, 1940.50)",0,47.447,-122.482,0.30460855121635594,3.8937916022938674
"[2.50, 3.50)",0,"(-inf, 1.25)","[2.50, 3.50)","(-inf, 1.25)",0,0,0,B,24.03591317943585,9.53313417039717,3.7791113463645347,"[1949.50, 1994.50)",0,47.6829,-122.06,0.1790483933044586,3.9096317057362064
"[3.50, 4.50)",1,"(-inf, 1.25)","[3.50, 4.50)","[1.75, 2.75)",0,0,0,A,25.74954581427542,10.074564153025879,3.8498118528289393,"[1949.50, 1994.50)",0,47.6315,-122.101,0.11944781333313181,3.9414210129250784
"[3.50, 4.50)",0,"(-inf, 1.25)","(-inf, 2.50)","(-inf, 1.25)",1,0,0,B,19.66701201930479,9.810587934206744,3.718529655766038,"[1940.50, 1949.50)",0,47.6901,-122.382,0.19660766332152788,3.9274057232672708
"[2.50, 3.50)",0,"[1.25, 1.75)","[3.50, 4.50)","(-inf, 1.25)",0,0,0,B,27.819803888297162,9.835030484240171,3.8192786589117422,"(-inf, 1940.50)",0,47.5006,-122.351,0.1643678890592113,3.86588794865477
"(-inf, 2.50)",0,"(-inf, 1.25)","[2.50, 3.50)","[1.75, 2.75)",0,0,0,B,21.87138374126752,10.582151466524637,3.910869047524041,"[1994.50, 2009.50)",0,47.265,-122.302,0.3367625320592837,3.9173210840706125
"[4.50, 7.50)",0,"[1.75, inf)","[2.50, 3.50)","[1.75, 2.75)",0,0,0,B,19.403605984105756,10.48011229954161,3.8989758261468452,"[1994.50, 2009.50)",0,47.3655,-122.017,0.29779291160677934,3.9140982465231193
"[4.50, 7.50)",1,"[1.75, inf)","[4.50, inf)","[1.75, 2.75)",0,0,0,B,22.481332970157133,11.192061343235114,3.978240184477151,"[1994.50, 2009.50)",0,47.4939,-122.137,0.122288365168487,3.9340518347630717
"[2.50, 3.50)",0,"(-inf, 1.25)","(-inf, 2.50)","(-inf, 1.25)",1,0,0,B,19.473875547897528,9.696573413695917,3.7159027994509755,"(-inf, 1940.50)",0,47.6842,-122.344,0.16155310038233553,3.913359898196657
"[3.50, 4.50)",0,"(-inf, 1.25)","[3.50, 4.50)","[1.75, 2.75)",1,0,0,B,23.229172863971062,10.258720782914612,3.773210234701651,"[1949.50, 1994.50)",0,47.7717,-122.29,0.19758737081615804,3.9173041317732604
"(-inf, 2.50)",0,"(-inf, 1.25)","[3.50, 4.50)","[1.75, 2.75)",0,0,0,B,30.33926854000968,10.749022297727645,3.9299235846494724,"[1949.50, 1994.50)",0,47.3131,-122.115,0.2934845926456716,3.919169140485399
"(-inf, 2.50)",1,"(-inf, 1.25)","(-inf, 2.50)","[1.75, 2.75)",1,0,0,C,19.774651637689292,9.952798153656392,3.6965324863304927,"[1940.50, 1949.50)",0,47.6863,-122.382,0.19469587819206796,3.93222818076044
"[2.50, 3.50)",0,"(-inf, 1.25)","[2.50, 3.50)","[1.75, 2.75)",0,0,0,B,28.57271414607605,9.952798153656392,3.834434080432915,"[1949.50, 1994.50)",0,47.4776,-122.33700000000002,0.16726407231687565,3.903871600463654
"[2.50, 3.50)",0,"[1.75, inf)","[2.50, 3.50)","[1.75, 2.75)",0,0,0,B,20.744586760506028,10.794248213239714,3.935005050409127,"[1994.50, 2009.50)",0,47.52969999999999,-121.846,0.3718045536912288,3.9259487211980124
"[3.50, 4.50)",0,"[1.75, inf)","[3.50, 4.50)","[1.75, 2.75)",0,0,0,B,21.7704524747132,10.702751161341402,3.9246884388848353,"[1994.50, 2009.50)",0,47.3882,-122.053,0.25730119770630183,3.90531917316093
"[3.50, 4.50)",1,"[1.75, inf)","[2.50, 3.50)","[3.25, inf)",0,1,0,B,17.093126760048374,10.471367073107475,3.897947834714851,"[1994.50, 2009.50)",0,47.65979999999999,-122.355,0.15840202740387654,3.945572153000343
"[2.50, 3.50)",1,"[1.75, inf)","[4.50, inf)","[1.75, 2.75)",0,0,0,C,27.15582820521331,11.222447656283757,3.981437920315958,"[1949.50, 1994.50)",0,47.6458,-122.219,0.05636153181512416,3.975300182210374
"[2.50, 3.50)",0,"(-inf, 1.25)","[2.50, 3.50)","[1.75, 2.75)",0,0,0,C,22.9464152817403,9.589186661365732,3.786715887796446,"[1949.50, 1994.50)",0,47.3696,-122.17,0.22431185771642162,3.8842006614240456
"(-inf, 2.50)",1,"(-inf, 1.25)","[3.50, 4.50)","[1.75, 2.75)",1,1,0,B,20.66618723658438,10.794248213239714,3.822407663756175,"[1949.50, 1994.50)",0,47.6653,-122.272,0.09589363626352157,3.9509231898449118
"[3.50, 4.50)",0,"[1.75, inf)","[2.50, 3.50)","[1.75, 2.75)",0,0,0,B,23.489115502904543,10.372524989657004,3.886232383143242,"[1994.50, 2009.50)",0,47.3263,-122.189,0.2645509725114957,3.900078972660011
"(-inf, 2.50)",0,"(-inf, 1.25)","[2.50, 3.50)","[1.25, 1.75)",0,0,0,C,22.164660632233243,9.67028782391318,3.797598951164356,"[1949.50, 1994.50)",0,47.7366,-122.31899999999999,0.18114283168761697,3.9131060884521514
"(-inf, 2.50)",0,"(-inf, 1.25)","(-inf, 2.50)","(-inf, 1.25)",0,0,0,C,19.840491838366713,9.290691272253406,3.7454196652764478,"[1949.50, 1994.50)",0,47.3336,-122.215,0.2561757715434684,3.8751830640672393
"[2.50, 3.50)",1,"[1.75, inf)","[3.50, 4.50)","[2.75, 3.25)",1,0,0,B,20.66618723658438,10.910095901787303,3.871329574189188,"[1940.50, 1949.50)",1,47.6619,-122.275,0.09516829950223725,3.957096113228793
"[2.50, 3.50)",0,"(-inf, 1.25)","(-inf, 2.50)","(-inf, 1.25)",0,1,0,C,30.33926854000968,9.369853087099374,3.756565612855153,"(-inf, 1940.50)",0,47.5105,-121.77,0.449957491950941,3.895867821724253
"[3.50, 4.50)",1,"[1.75, inf)","[2.50, 3.50)","[1.75, 2.75)",0,0,0,B,22.22005360817111,10.895974457924906,3.9463083666771084,"[1994.50, 2009.50)",0,47.6846,-122.037,0.19985295655895943,3.9378963602186223
"[4.50, 7.50)",1,"(-inf, 1.25)","[2.50, 3.50)","[1.75, 2.75)",1,0,0,C,23.190900292091413,11.148745333479498,3.8615150104188136,"[1949.50, 1994.50)",0,47.6191,-122.112,0.10509672797882481,3.929672631206445
"(-inf, 2.50)",0,"(-inf, 1.25)","[2.50, 3.50)","[1.75, 2.75)",1,0,0,B,18.629411198450473,9.810587934206744,3.6876556037538712,"[1994.50, 2009.50)",0,47.56550000000001,-122.36,0.14906819662884577,3.9169633409227225
"[2.50, 3.50)",1,"(-inf, 1.25)","[3.50, 4.50)","[3.25, inf)",1,1,1,B,30.33926854000968,12.018507037559521,3.969624454345946,"[1949.50, 1994.50)",0,47.69670000000001,-122.216,0.10697700762957514,3.9905375497598823
"[3.50, 4.50)",0,"(-inf, 1.25)","[2.50, 3.50)","(-inf, 1.25)",0,0,0,B,23.286161321648944,9.085835787650108,3.7159027994509755,"[1949.50, 1994.50)",0,47.5104,-122.166,0.09219919827329921,3.9041981708228777
"[4.50, 7.50)",1,"(-inf, 1.25)","[3.50, 4.50)","[2.75, 3.25)",1,0,0,C,21.842148795189306,10.687086357932385,3.7940379505269703,"[1949.50, 1994.50)",0,47.5559,-122.379,0.16949763050478103,3.93849314342807
"(-inf, 2.50)",0,"[1.75, inf)","[2.50, 3.50)","[2.75, 3.25)",0,0,0,C,23.158832690848936,10.306942662538122,3.878359952133569,"[1949.50, 1994.50)",0,47.402,-122.18299999999999,0.19013626027145258,3.9084918150666796
"(-inf, 2.50)",1,"[1.75, inf)","[3.50, 4.50)","[1.75, 2.75)",0,0,0,B,20.796595687002114,11.222447656283757,3.981437920315958,"[1994.50, 2009.50)",0,47.6842,-122.03999999999999,0.1970253182194669,3.938962341309818
"[3.50, 4.50)",0,"[1.25, 1.75)","[3.50, 4.50)","(-inf, 1.25)",0,0,0,B,21.347512333645362,9.88300373353301,3.8254862710119433,"(-inf, 1940.50)",0,47.4768,-122.206,0.11317910087536455,3.902705666729039
"(-inf, 2.50)",0,"(-inf, 1.25)","[2.50, 3.50)","(-inf, 1.25)",0,0,0,C,23.158832690848936,9.369853087099374,3.756565612855153,"(-inf, 1940.50)",0,47.7254,-122.29,0.15600478796123832,3.923447263214295
"[2.50, 3.50)",0,"(-inf, 1.25)","(-inf, 2.50)","(-inf, 1.25)",0,0,0,C,24.946329339999785,9.547303039156583,3.7810400560184454,"[1949.50, 1994.50)",0,47.3714,-122.207,0.21844757116679767,3.8931033702447753
"[3.50, 4.50)",1,"[1.25, 1.75)","[2.50, 3.50)","(-inf, 1.25)",0,0,0,B,21.86586341803535,9.53313417039717,3.7791113463645347,"(-inf, 1940.50)",0,47.6947,-122.315,0.1463937174705985,3.943643992281209
"(-inf, 2.50)",1,"(-inf, 1.25)","[2.50, 3.50)","[1.75, 2.75)",1,1,0,B,21.350088138629626,10.316446529677942,3.7543848618770075,"[1940.50, 1949.50)",0,47.6898,-122.327,0.15172574596806113,3.9353867328244974
"[3.50, 4.50)",0,"(-inf, 1.25)","[2.50, 3.50)","(-inf, 1.25)",1,0,0,C,23.330142412599407,9.986772680218419,3.7608577543954698,"[1949.50, 1994.50)",0,47.4473,-122.159,0.15232972161882632,3.9086290575551863
"(-inf, 2.50)",0,"[1.75, inf)","[2.50, 3.50)","[1.75, 2.75)",0,0,0,B,24.00659772239599,10.61503184410906,3.9146620270131867,"[1949.50, 1994.50)",0,47.48649999999999,-121.802,0.4236976210836831,3.9236825672936413
"[2.50, 3.50)",0,"(-inf, 1.25)","[2.50, 3.50)","(-inf, 1.25)",0,0,0,B,24.64836303641745,8.95502984356301,3.6965324863304927,"[1940.50, 1949.50)",0,47.4949,-122.338,0.1569863993228326,3.889280623593038
"[4.50, 7.50)",1,"[1.75, inf)","[3.50, 4.50)","[2.75, 3.25)",0,0,0,B,23.43758040058212,10.77928600655856,3.9333277929738584,"[2009.50, inf)",0,47.4828,-122.133,0.13352629616963643,3.9343875444167242
"(-inf, 2.50)",1,"[1.75, inf)","[3.50, 4.50)","[1.75, 2.75)",0,0,0,B,23.057746161527586,10.418067547286554,3.8916525619427755,"[1949.50, 1994.50)",0,47.6247,-122.043,0.173473964049853,3.9377755998221993
"(-inf, 2.50)",0,"(-inf, 1.25)","[2.50, 3.50)","(-inf, 1.25)",1,0,0,C,23.533574450032233,9.894812761652068,3.7311882197600994,"[1949.50, 1994.50)",0,47.32900000000001,-122.33000000000001,0.28584479223768766,3.8929076254630464
"(-inf, 2.50)",0,"(-inf, 1.25)","[2.50, 3.50)","[1.75, 2.75)",1,0,0,C,21.722186512146237,10.65538313199932,3.762970034316012,"[1949.50, 1994.50)",0,47.4176,-122.32299999999998,0.20435048139041953,3.9100501146035436
"[2.50, 3.50)",0,"(-inf, 1.25)","[3.50, 4.50)","[1.25, 1.75)",1,0,0,B,23.02763347663988,10.219270729073658,3.77519678362592,"[1949.50, 1994.50)",0,47.726000000000006,-122.29700000000001,0.16008975043507345,3.9280696437970937
"(-inf, 2.50)",1,"(-inf, 1.25)","[2.50, 3.50)","[1.75, 2.75)",1,0,0,C,24.517685709491158,10.372524989657004,3.792232865831295,"[1949.50, 1994.50)",0,47.6669,-122.179,0.08426172800615349,3.9404225550745435
"[2.50, 3.50)",0,"[1.25, 1.75)","[3.50, 4.50)","(-inf, 1.25)",0,0,0,B,22.549591727142648,9.941339442004942,3.832971781067384,"[1949.50, 1994.50)",0,47.5184,-122.366,0.16889841785883675,3.8978390987779132
"[2.50, 3.50)",0,"(-inf, 1.25)","(-inf, 2.50)","(-inf, 1.25)",0,0,0,B,17.619001491876247,8.56860358593849,3.6368040716188426,"[1949.50, 1994.50)",0,47.6783,-122.383,0.1917423311864811,3.9207444871950337
"[2.50, 3.50)",1,"[1.75, inf)","[3.50, 4.50)","[1.75, 2.75)",0,0,0,B,26.234623043953896,11.423390379827769,4.002225002129181,"[1994.50, 2009.50)",0,47.5423,-121.877,0.33925746540520973,3.9431416190255453
"[4.50, 7.50)",0,"[1.75, inf)","[3.50, 4.50)","[1.25, 1.75)",0,0,0,B,30.33926854000968,10.506118560431858,3.9020246881723986,"[1949.50, 1994.50)",0,47.6503,-121.968,0.2522898752488488,3.9087801486297375
"(-inf, 2.50)",1,"[1.75, inf)","[3.50, 4.50)","[3.25, inf)",0,0,0,B,17.144550674188686,10.523268337681834,3.9040286071181165,"[1994.50, 2009.50)",0,47.67340000000001,-122.38,0.18684226902127804,3.9402166071984515
"(-inf, 2.50)",1,"[1.75, inf)","[2.50, 3.50)","[1.75, 2.75)",0,0,0,B,14.351645017076633,9.986772680218419,3.8387542842304705,"[2009.50, inf)",0,47.6691,-122.402,0.2050482557969254,3.936320101106645
"[4.50, 7.50)",0,"(-inf, 1.25)","(-inf, 2.50)","(-inf, 1.25)",0,0,0,B,30.33926854000968,8.592354503818086,3.6405869268761752,"(-inf, 1940.50)",0,47.68880000000001,-121.909,0.3196483190040057,3.8842006614240456
"[2.50, 3.50)",1,"[1.75, inf)","[3.50, 4.50)","[1.75, 2.75)",0,0,0,C,20.66618723658438,10.179009042944491,3.8627708506619776,"(-inf, 1940.50)",0,47.6748,-122.386,0.19283962453069287,3.937745335531635
"[3.50, 4.50)",1,"[1.25, 1.75)","[2.50, 3.50)","[1.75, 2.75)",0,0,0,C,20.66618723658438,9.735336687321395,3.806226956629044,"(-inf, 1940.50)",0,47.6807,-122.369,0.1806366743979222,3.933222847779312
"[2.50, 3.50)",1,"[1.75, inf)","[2.50, 3.50)","[1.75, 2.75)",0,0,0,B,20.21001899624281,10.573845721660371,3.909907902084984,"[1994.50, 2009.50)",0,47.5319,-121.867,0.35072712365044445,3.930445352690813
"(-inf, 2.50)",1,"[1.75, inf)","[4.50, inf)","[3.25, inf)",0,1,0,B,26.367596562806014,11.793063251062245,4.038896507669034,"[1994.50, 2009.50)",0,47.5364,-121.858,0.3589101915013522,3.9521173079365934
"[3.50, 4.50)",1,"(-inf, 1.25)","[3.50, 4.50)","[1.75, 2.75)",1,0,0,B,24.90539682450155,10.710537747839485,3.832971781067384,"[1949.50, 1994.50)",0,47.7684,-122.289,0.19415906927277865,3.9359051491346406
"[3.50, 4.50)",1,"[1.75, inf)","[3.50, 4.50)","[1.75, 2.75)",0,0,0,B,25.30931239021033,11.616444999873297,4.02162359342045,"[1994.50, 2009.50)",0,47.5953,-121.986,0.22698778583220072,3.9500681130585598
"[3.50, 4.50)",1,"[1.75, inf)","[2.50, 3.50)","[3.25, inf)",0,0,0,B,30.33926854000968,11.770052089848408,4.036671177636571,"[1949.50, 1994.50)",0,47.6635,-122.017,0.20933535178102514,3.9578742693331166
"[3.50, 4.50)",0,"(-inf, 1.25)","[2.50, 3.50)","[1.75, 2.75)",0,0,0,B,22.608719891434067,9.191068521127088,3.7311882197600994,"[1949.50, 1994.50)",0,47.6273,-122.06200000000001,0.15551737154091455,3.9175294858619103
"(-inf, 2.50)",0,"(-inf, 1.25)","(-inf, 2.50)","(-inf, 1.25)",0,0,0,B,22.191669932918302,9.067704196461369,3.7132425074508926,"[1940.50, 1949.50)",0,47.7047,-122.373,0.1970660130757354,3.9235415828595888
"[3.50, 4.50)",0,"(-inf, 1.25)","[2.50, 3.50)","[1.75, 2.75)",0,0,0,C,25.433691983049705,9.589186661365732,3.786715887796446,"[1949.50, 1994.50)",0,47.5387,-122.179,0.06130629842282253,3.916917649269584
"(-inf, 2.50)",1,"[1.75, inf)","[3.50, 4.50)","[3.25, inf)",0,0,0,B,23.061010811138182,10.999552608166924,3.9576405609291423,"[1994.50, 2009.50)",0,47.6469,-122.081,0.14376063535541153,3.947381045354565
"(-inf, 2.50)",0,"[1.75, inf)","(-inf, 2.50)","[1.75, 2.75)",0,0,0,B,17.623999336505264,9.460657416097972,3.7691767917251138,"[1994.50, 2009.50)",0,47.3501,-122.02,0.3076665238180339,3.8855310605018727
"[3.50, 4.50)",0,"(-inf, 1.25)","[2.50, 3.50)","[1.75, 2.75)",0,0,0,C,22.513421090035823,9.918216203212637,3.830012880053361,"[1949.50, 1994.50)",0,47.731,-122.191,0.14292364652893896,3.9232102992182365
"[2.50, 3.50)",0,"(-inf, 1.25)","[3.50, 4.50)","[1.75, 2.75)",1,0,0,B,22.482047814045163,10.316446529677942,3.77519678362592,"[1949.50, 1994.50)",0,47.3908,-122.316,0.22408349562282015,3.91207239564716
"[4.50, 7.50)",1,"[1.25, 1.75)","[2.50, 3.50)","[1.75, 2.75)",1,0,0,A,18.450006822692057,10.409042771387808,3.8270071366235894,"(-inf, 1940.50)",0,47.682,-122.348,0.16356459796896458,3.947599424120845
